Modes	Outlets	Supercatchment	StreamID
517	1134	12	31
1086	1209	12	31
1189	1280	12	31
258	771	12	32
352	1011	12	32
630	1211	12	32
201	804	12	33
571	1010	12	33
813	1158	12	33
917	1244	12	33
1259	1383	12	33
202	804	12	36
645	1033	12	36
848	1095	12	36
501	1148	12	36
1135	1323	12	36
258	771	12	37
352	1011	12	37
892	1103	12	37
1032	1299	12	37
203	804	12	38
638	959	12	38
826	1128	12	38
1135	1230	12	38
517	1155	12	39
1075	1295	12	39
1270	1462	12	39
517	1156	12	40
753	1227	12	40
907	1260	12	40
1227	1332	12	40
201	804	12	41
535	1197	12	41
893	1391	12	41
1290	1458	12	41
201	804	12	42
535	1197	12	42
944	1385	12	42
1154	1620	12	42
201	771	12	43
356	1011	12	43
613	1114	12	43
1145	1360	12	43
201	771	12	44
359	1011	12	44
702	1077	12	44
1124	1369	12	44
201	804	12	45
726	1164	12	45
964	1334	12	45
197	804	12	46
685	1323	12	46
945	1613	12	46
1539	1795	12	46
1641	1848	12	46
1780	1917	12	46
201	804	12	47
618	1282	12	47
825	1301	12	47
1084	1511	12	47
201	804	12	48
743	1371	12	48
951	1488	12	48
1284	1688	12	48
1614	1880	12	48
201	804	12	49
914	1318	12	49
760	1371	12	49
1251	1546	12	49
1415	1567	12	49
221	515	13	2
425	779	13	3
712	913	13	3
825	950	13	3
268	635	13	4
483	794	13	4
695	992	13	4
988	1079	13	4
292	686	14	2
456	973	14	2
1011	1130	14	2
1119	1201	14	2
393	477	14	3
258	556	14	4
483	865	14	4
263	651	14	5
457	751	14	5
639	877	14	5
764	988	14	5
894	1025	14	5
213	579	15	2
387	719	15	2
602	858	15	2
293	552	15	3
536	721	15	3
696	808	15	3
207	690	15	5
803	977	15	5
470	782	15	6
626	836	15	6
789	959	15	6
312	810	15	7
475	954	15	7
616	1053	15	7
818	1200	15	7
1147	1235	15	7
434	950	15	9
650	1037	15	9
341	751	15	10
592	988	15	10
746	1129	15	10
740	919	15	11
486	920	15	11
370	835	15	12
850	1070	15	12
471	668	15	13
682	846	15	13
779	904	15	13
387	955	15	14
596	1166	15	14
913	1382	15	14
1064	1542	15	14
1247	1618	15	14
707	1358	15	16
1075	1531	15	16
1358	1719	15	16
589	1131	15	17
434	1318	15	17
796	1340	15	17
1113	1553	15	17
1568	1838	15	17
200	639	15	18
340	747	15	18
504	946	15	18
748	1125	15	18
926	1252	15	18
203	637	15	19
577	1115	15	19
760	1219	15	19
1079	1448	15	19
200	637	15	20
340	765	15	20
531	936	15	20
898	1180	15	20
1054	1239	15	20
647	1048	15	21
397	1196	15	21
850	1252	15	21
383	1173	15	22
646	1322	15	22
1014	1534	15	22
1245	1653	15	22
1528	1775	15	22
1717	1873	15	22
434	1318	15	25
592	1583	15	25
1160	1709	15	25
1758	1958	15	25
438	1318	15	26
990	1389	15	26
781	1403	15	26
624	1650	15	26
1204	1653	15	26
434	1318	15	27
776	1404	15	27
618	1650	15	27
1034	1688	15	27
1348	1754	15	27
1477	1817	15	27
434	1318	15	28
592	1649	15	28
1108	1805	15	28
1473	1884	15	28
1777	1980	15	28
430	1318	15	29
588	1649	15	29
1095	1791	15	29
1504	1858	15	29
390	749	16	2
586	846	16	2
220	469	16	3
552	703	16	3
274	646	16	4
442	679	16	4
633	816	16	4
728	849	16	4
503	710	16	5
682	827	16	5
798	888	16	5
431	629	16	6
636	824	16	6
334	712	16	7
644	845	16	8
350	677	16	9
590	780	16	9
692	895	16	9
266	591	16	10
458	636	16	10
522	783	17	2
416	784	17	4
681	997	17	4
195	694	17	5
345	788	17	5
820	1131	17	5
1089	1191	17	5
271	625	17	6
642	830	17	6
371	661	17	9
670	849	17	9
425	721	17	10
667	984	17	10
207	617	17	11
578	798	17	11
215	617	17	12
355	788	17	12
207	617	17	13
435	801	17	13
781	878	17	13
318	823	17	17
623	1052	17	17
916	1102	17	17
1048	1196	17	17
534	912	17	20
742	965	17	20
528	896	17	21
660	937	17	21
318	823	17	22
453	1061	17	22
556	1175	17	22
824	1224	17	22
1212	1355	17	22
396	871	17	23
690	1007	17	23
896	1123	17	23
429	878	17	24
616	1166	17	24
1037	1496	17	24
1416	1575	17	24
314	823	17	25
470	1062	17	25
628	1147	17	25
1023	1493	17	25
314	823	17	26
449	1061	17	26
961	1261	17	26
1161	1442	17	26
