Modes	Outlets	Supercatchment	StreamID
1724	2142	8	95
1488	2185	8	95
1912	2213	8	95
2068	2281	8	95
190	839	8	97
342	2082	8	97
1231	2878	8	97
2115	3005	8	97
2397	3297	8	97
2882	3458	8	97
192	839	8	98
349	2082	8	98
1259	2158	8	98
1456	2595	8	98
1050	2658	8	98
2590	2764	8	98
190	839	8	99
344	2061	8	99
192	839	8	100
887	1765	8	100
1429	1876	8	100
682	1945	8	100
348	2082	8	100
1608	2200	8	100
190	839	8	101
882	1765	8	101
1313	1942	8	101
674	1944	8	101
344	2082	8	101
1466	2158	8	101
1819	2198	8	101
190	839	8	104
1440	1814	8	104
1548	2014	8	104
344	2082	8	104
1992	2115	8	104
1103	2658	8	104
192	839	8	105
348	2082	8	105
1484	2097	8	105
2119	2572	8	105
2449	2698	8	105
1230	3390	8	105
190	839	8	106
344	2082	8	106
1492	2179	8	106
1395	2461	8	106
1777	2486	8	106
1919	2875	8	106
2837	3087	8	106
190	839	8	109
344	2082	8	109
1940	2425	8	109
2224	2804	8	109
2761	2937	8	109
190	839	8	110
344	2082	8	110
2200	2801	8	110
190	839	8	111
344	2082	8	111
1050	2658	8	111
1984	2972	8	111
2852	3077	8	111
190	839	8	112
344	2082	8	112
1647	2402	8	112
1050	2658	8	112
1844	2675	8	112
2706	3134	8	112
190	839	8	113
344	2082	8	113
1395	2461	8	113
1697	2676	8	113
2365	3208	8	113
190	839	8	114
344	2082	8	114
1395	2461	8	114
2206	3047	8	114
2972	3264	8	114
190	839	8	115
344	2082	8	115
1779	2407	8	115
1088	2658	8	115
1891	2695	8	115
2061	2889	8	115
2162	2987	8	115
1395	3239	8	115
190	839	8	116
344	2082	8	116
1916	2579	8	116
1050	2658	8	116
2320	2876	8	116
2678	2959	8	116
2427	3126	8	116
2790	3220	8	116
1383	3239	8	116
2969	3302	8	116
190	839	8	117
342	2082	8	117
1048	2658	8	117
1402	3189	8	117
190	839	8	118
344	2082	8	118
1088	2658	8	118
2133	3072	8	118
1421	3239	8	118
190	839	8	119
344	2082	8	119
1544	2412	8	119
2182	2724	8	119
2426	2869	8	119
2570	3027	8	119
2003	3080	8	119
190	839	8	120
342	2082	8	120
1544	2412	8	120
1983	3080	8	120
2184	3491	8	120
190	839	8	121
342	2082	8	121
1050	2658	8	121
1405	3239	8	121
190	839	8	122
342	2082	8	122
1230	3390	8	122
190	839	8	123
344	2082	8	123
1088	2658	8	123
2469	3048	8	123
2684	3201	8	123
3005	3204	8	123
1412	3239	8	123
2903	3383	8	123
3114	3389	8	123
190	839	8	124
344	2082	8	124
1050	2658	8	124
1406	3239	8	124
3262	3372	8	124
190	839	8	125
344	2082	8	125
1088	2658	8	125
1412	3218	8	125
190	839	8	126
344	2082	8	126
1210	3379	8	126
190	839	8	127
342	2082	8	127
1230	3385	8	127
223	435	9	2
509	666	9	2
291	597	9	5
404	633	9	5
300	488	9	6
453	609	9	6
628	844	9	6
740	945	9	6
474	792	9	8
806	1077	9	8
256	3379	9	8
609	904	9	11
820	1220	9	11
1059	1520	9	11
1203	1618	9	11
256	3379	9	11
606	1069	9	12
256	3379	9	12
387	975	9	13
812	2013	9	13
2115	2317	9	13
384	969	9	14
885	1609	9	14
991	1743	9	14
605	1065	9	15
253	1803	9	15
225	1802	9	16
478	2261	9	16
2310	2554	9	16
718	954	9	17
825	1450	9	17
1438	1854	9	17
1834	1985	9	17
253	3378	9	17
752	1067	9	18
1094	1797	9	18
1617	1940	9	18
253	3378	9	18
484	1461	9	19
1040	1531	9	19
903	1590	9	19
226	1802	9	19
1296	1960	9	19
497	1420	9	20
227	1802	9	20
1147	1944	9	20
484	1443	9	21
892	1521	9	21
225	1802	9	21
1252	2328	9	21
1956	2395	9	21
947	1794	9	22
226	1802	9	22
665	1959	9	22
825	2016	9	22
1751	2086	9	22
1867	2190	9	22
509	2262	9	22
1053	2048	9	24
1874	2330	9	24
2187	2608	9	24
249	3378	9	24
1181	1875	9	25
1027	1994	9	25
1390	2103	9	25
253	3378	9	25
1037	1994	9	26
1522	2320	9	26
2082	2412	9	26
249	3378	9	26
225	1802	9	28
657	1958	9	28
836	2016	9	28
500	2262	9	28
1924	2373	9	28
1293	2588	9	29
2269	2715	9	29
2688	2851	9	29
249	3378	9	29
1393	2250	9	30
2438	2846	9	30
2823	3047	9	30
249	3378	9	30
225	1802	9	31
635	1958	9	31
482	2261	9	31
1466	2279	9	31
1686	2589	9	31
1293	2588	9	32
1394	3102	9	32
1593	3140	9	32
2602	3215	9	32
249	3378	9	32
3133	3458	9	32
1633	2942	9	33
1379	3102	9	33
249	3378	9	33
1612	2293	9	34
2058	2614	9	34
2230	2769	9	34
2590	2903	9	34
1409	3102	9	34
249	3378	9	34
225	1802	9	35
629	1959	9	35
478	2261	9	35
1487	2854	9	35
1779	2883	9	35
2207	3051	9	35
225	1802	9	36
629	1958	9	36
478	2261	9	36
1487	2854	9	36
2746	3291	9	36
3339	3423	9	36
224	3378	9	37
1871	2994	9	38
2833	3102	9	38
249	3378	9	38
224	3378	9	41
224	3378	9	42
2726	3095	9	43
3250	3257	9	43
224	3378	9	43
224	3378	9	44
3376	3534	9	44
